2.999414748800921515e+00,-1.952492050501341398e-04,2.003049261095506406e+00,1.499533278396043556e+00,-4.395178786672141076e-03,3.996675637399746517e+00,9.979353116102549492e-01,-4.122959546627447125e-03
2.979437839598764626e+00,0.000000000000000000e+00,1.983030505849677327e+00,1.479608938664480178e+00,-0.000000000000000000e+00,3.976810334448212636e+00,9.778864065245381765e-01,-0.000000000000000000e+00
2.959429985941419261e+00,0.000000000000000000e+00,1.962994428996438057e+00,1.459694851156559059e+00,-0.000000000000000000e+00,3.956937845296256473e+00,9.578190727075741595e-01,-0.000000000000000000e+00
2.939422132093082229e+00,0.000000000000000000e+00,1.942958352491923391e+00,1.439780763662192653e+00,-0.000000000000000000e+00,3.937065356153074625e+00,9.377517388928003905e-01,-0.000000000000000000e+00
2.919414278244745642e+00,0.000000000000000000e+00,1.922922275987408280e+00,1.419866676167826691e+00,-0.000000000000000000e+00,3.917192867009892776e+00,9.176844050780266215e-01,-0.000000000000000000e+00
2.899406424396409943e+00,0.000000000000000000e+00,1.902886199482893614e+00,1.399952588673460729e+00,-0.000000000000000000e+00,3.897320377866710484e+00,8.976170712632528526e-01,-0.000000000000000000e+00
2.799367155154726561e+00,0.000000000000000000e+00,1.802705816960319174e+00,1.300382151201629810e+00,-0.000000000000000000e+00,3.797957932150801685e+00,7.972804021893842297e-01,-0.000000000000000000e+00
2.699327885913044067e+00,0.000000000000000000e+00,1.702525434437745178e+00,1.200811713729799779e+00,-0.000000000000000000e+00,3.698595486434892443e+00,6.969437331155156068e-01,-0.000000000000000000e+00
2.499249347429677748e+00,0.000000000000000000e+00,1.502164669392596519e+00,1.001670838786139051e+00,-0.000000000000000000e+00,3.499870595003073959e+00,4.962703949677782500e-01,-0.000000000000000000e+00
1.999039224740957632e+00,0.000000000000000000e+00,1.001288992479238305e+00,5.038146287456155559e-01,-0.000000000000000000e+00,3.003060569851648154e+00,0.000000000000000000e+00,-0.000000000000000000e+00
9.954922091521043459e-01,0.000000000000000000e+00,6.049499090073583857e-03,0.000000000000000000e+00,-0.000000000000000000e+00,2.006453649214189561e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
