0.00112566,0.0009141,0.00119786,0.00094937,0.00085891
0.00124597,0.00128986,0.00080573,0.00067915,0.00121457
0.00097045,0.00123492,0.0013982,0.00103547,0.00100781
0.00104812,0.00104469,0.00109835,0.00096558,0.00127554
0.00105437,0.00098291,0.00134155,0.00113651,0.00078955
0.00099374,0.00088121,0.00086995,0.0008904,0.00080215
0.00095508,0.00092904,0.00094585,0.00081328,0.00088893
0.00119338,0.00100331,0.0011505,0.00102672,0.00091778
0.00094116,0.00098242,0.00113683,0.00137882,0.0011828
0.00088672,0.00083255,0.00086663,0.00116369,0.00103806
0.00091616,0.00133068,0.00103325,0.00104333,0.00115052
0.00114459,0.00115923,0.00096409,0.00099214,0.00123144
0.00107195,0.00092886,0.00116259,0.00085835,0.00096733
0.00080931,0.00107316,0.00097901,0.00089397,0.00112796
0.00095794,0.00120176,0.00115948,0.00103343,0.00124703
0.0008858,0.0011552,0.00108632,0.00091464,0.00097971
0.00093313,0.00121089,0.0010138,0.00153986,0.00108586
0.00101253,0.00134909,0.00127879,0.00083325,0.00110499
0.00115945,0.00098424,0.00124789,0.00134362,0.00099501
0.00100609,0.00098239,0.00102896,0.00088806,0.00103093
