2.998919010611901470e+00,-2.078559758813304514e-04,2.002705085894322945e+00,1.499333042726130438e+00,-4.466902296650570453e-03,3.995922976583808239e+00,9.977338135012909781e-01,-4.225381509338769354e-03
2.979474208394765178e+00,9.072706104185090936e-05,1.983018570569886618e+00,1.479636440555583521e+00,-1.469376864912433876e-04,3.976753064951332295e+00,9.778668640194768669e-01,-1.544091978295247802e-04
2.959471328141105584e+00,-5.020194733690828970e-05,1.962982696858582177e+00,1.459727454602877117e+00,-5.800442358648051633e-05,3.956882764389479057e+00,9.578038936085758737e-01,-3.720211171775317238e-05
2.939466186357019062e+00,-2.180540356767676075e-04,1.942950412433630980e+00,1.439814097549634742e+00,-2.427090462206495103e-04,3.937012567000751861e+00,9.377401032752834542e-01,-8.795625813863908182e-05
2.919465038583375804e+00,2.926657227146738094e-04,1.922912375119895767e+00,1.419902321195961159e+00,6.427478135295197278e-05,3.917135805707976370e+00,9.176749493683177272e-01,-3.807775678107278017e-05
2.899456898646438852e+00,-1.660985383251821143e-04,1.902878192290352599e+00,1.399990103058259105e+00,-2.234814487275414360e-05,3.897260261025924155e+00,8.976177007866303903e-01,-7.158214415766764316e-04
2.799443452533509014e+00,-8.603852279520226784e-04,1.802699425835361691e+00,1.300429082946043646e+00,-1.334797510878097185e-05,3.797907505677957651e+00,7.972836966849339291e-01,1.267692990870109004e-04
2.699414449656463599e+00,-8.944241856029440385e-04,1.702530374933228341e+00,1.200876300428035615e+00,1.291829468886469563e-04,3.698553442264323809e+00,6.969792531241517652e-01,5.968270878541244440e-04
2.499382394113691230e+00,-1.169562483006114997e-04,1.502179001525422164e+00,1.001761718984266691e+00,-3.397818313338465783e-03,3.499826468892639930e+00,4.963477460173144062e-01,7.075685898643522403e-04
1.999256498369585966e+00,1.549370504175847773e-03,1.001364523572576770e+00,5.039736090063897667e-01,-1.274946060347110013e-03,3.003041999845901255e+00,6.194744430037697584e-03,5.782925112809001247e-03
9.958945458616220714e-01,4.721546774531803787e-05,2.828867353756550629e-02,2.016688627979598691e-02,7.118135356627378063e-03,2.006320514081435302e+00,6.848486054222993266e-03,4.945008504076548600e-03
3.165918145970743943e-03,2.197120723548854487e-02,3.257474175602817490e-02,1.835295875942406785e-02,-1.346306094511607633e-02,2.141153622280496036e-02,1.239476066060147749e-02,-1.727047794534956188e-02
1.592745283038301402e-02,-4.205948681210538651e-03,-4.409440687425335986e-03,8.655344350241006915e-03,-3.962737955895644787e-02,7.513297745958751050e-02,-2.463201231667438984e-02,-1.696434125445272362e-02
-2.063422772830553753e-01,-4.634840820724476229e-01,7.278792458176049918e-01,-2.116635755545501485e-01,-5.222509386842396628e-01,3.882117556215809451e-01,2.937752180769107047e-02,-5.431780455242907202e-01
-2.025987589959942881e+00,-5.025798622704769514e+00,7.027854624048726961e+00,6.524439827894970456e+00,5.021063469136003654e+00,-1.028228940342749809e+00,6.022733665376634349e+00,5.020776304444542149e+00
-2.212625633712402262e+01,2.512506564915074847e+01,-2.312208911185107496e+01,2.662645294593757939e+01,2.512264237561519309e+01,2.912216397878603047e+01,-2.412765543709452487e+01,2.512152603233852943e+01
-4.724986861362689439e+01,5.024948760278061854e+01,-4.824693638315351762e+01,5.175539099177929359e+01,5.025157537205954128e+01,5.424859142871370210e+01,-4.925172166692817655e+01,-5.025559964785800560e+01
